GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
38.0270346749; -92.7660468541,29029,Camden,Camden County,MO
36.3790614615; -97.7827227881,40047,Garfield,Garfield County,OK
41.8950837577; -84.0663667481,26091,Lenawee,Lenawee County,MI
33.4828592099; -82.4813683615,13189,McDuffie,McDuffie County,GA
41.1987931574; -101.661351227,31101,Keith,Keith County,NE
31.1968761426; -81.9818955745,13025,Brantley,Brantley County,GA
45.0311075069; -83.1652010912,26007,Alpena,Alpena County,MI
36.8012652397; -84.828631199,21231,Wayne,Wayne County,KY
35.926348429; -85.4551771798,47185,White,White County,TN
40.4154405354; -76.7794746983,42043,Dauphin,Dauphin County,PA
41.9135060744; -100.555845619,31171,Thomas,Thomas County,NE
31.0376717131; -97.4782023977,48027,Bell,Bell County,TX
34.1759559677; -85.6037937156,1019,Cherokee,Cherokee County,AL
41.8881456263; -74.2585695251,36111,Ulster,Ulster County,NY
43.9117268938; -69.8393089562,23023,Sagadahoc,Sagadahoc County,ME
43.2041300298; -94.2067199306,19109,Kossuth,Kossuth County,IA
41.6828527455; -95.8169208876,19085,Harrison,Harrison County,IA
42.4279491681; -94.1817743675,19187,Webster,Webster County,IA
37.4127561973; -88.5616201146,17151,Pope,Pope County,IL
43.4433116085; -82.6457538571,26151,Sanilac,Sanilac County,MI
38.0374914786; -78.4854998848,51540,Charlottesville,Charlottesville city,VA
31.7524339429; -86.6802892154,1013,Butler,Butler County,AL
34.5383440862; -120.030786183,6083,Santa Barbara,Santa Barbara County,CA
33.1791243873; -100.253305507,48433,Stonewall,Stonewall County,TX
38.525292575; -122.922544658,6097,Sonoma,Sonoma County,CA
31.3661921291; -101.523008414,48383,Reagan,Reagan County,TX
37.555148813; -90.7734903178,29093,Iron,Iron County,MO
38.311825371; -87.584594368,18051,Gibson,Gibson County,IN
40.8507725735; -82.9197777024,39033,Crawford,Crawford County,OH
40.3876548763; -95.8498160648,31127,Nemaha,Nemaha County,NE
38.0423815985; -116.471931336,32023,Nye,Nye County,NV
41.0933920308; -89.7974473885,17175,Stark,Stark County,IL
46.9346483657; -95.673923543,27005,Becker,Becker County,MN
44.6817581821; -84.1297714192,26135,Oscoda,Oscoda County,MI
43.5800915709; -73.0366087399,50021,Rutland,Rutland County,VT
36.6777445035; -76.3024182804,51550,Chesapeake,Chesapeake city,VA
18.1797326634; -66.7539566203,72001,Adjuntas,Adjuntas Municipio,PR
47.4561506138; -97.7245908845,38091,Steele,Steele County,ND
44.4760263134; -89.501400671,55097,Portage,Portage County,WI
40.1580424715; -90.6150952137,17169,Schuyler,Schuyler County,IL
41.9143570712; -98.9913852808,31071,Garfield,Garfield County,NE
31.1888694049; -89.2578597971,28035,Forrest,Forrest County,MS
42.3518291045; -89.6622542939,17177,Stephenson,Stephenson County,IL
18.131132267; -66.2643804492,72009,Aibonito,Aibonito Municipio,PR
34.0740947769; -100.779828967,48345,Motley,Motley County,TX
42.1581860579; -96.5440972071,31173,Thurston,Thurston County,NE
36.712180279; -85.7165195846,21171,Monroe,Monroe County,KY
36.8212977305; -79.3971193907,51143,Pittsylvania,Pittsylvania County,VA
42.2532253491; -83.83877051,26161,Washtenaw,Washtenaw County,MI
39.1847403436; -83.6009720963,39071,Highland,Highland County,OH
38.6866603948; -121.90161702,6113,Yolo,Yolo County,CA
39.9199582772; -76.7265140685,42133,York,York County,PA
36.3116475219; -98.5359514102,40093,Major,Major County,OK
46.4087959622; -95.7080021514,27111,Otter Tail,Otter Tail County,MN
18.3625469294; -66.2464232226,72135,Toa Alta,Toa Alta Municipio,PR
45.7711313958; -100.051628546,46021,Campbell,Campbell County,SD
32.3484295414; -96.7944846878,48139,Ellis,Ellis County,TX
35.1469781265; -92.332041157,5045,Faulkner,Faulkner County,AR
47.5231709536; -91.4088486044,27075,Lake,Lake County,MN
41.6167180092; -86.2898576945,18141,St. Joseph,St. Joseph County,IN
37.478191684; -86.8488901965,21183,Ohio,Ohio County,KY
43.4511000415; -116.241166631,16001,Ada,Ada County,ID
42.1174762417; -80.0981063578,42049,Erie,Erie County,PA
45.6296435561; -96.9461134069,46109,Roberts,Roberts County,SD
35.2030564629; -97.3264528463,40027,Cleveland,Cleveland County,OK
45.0387533824; -92.883969287,27163,Washington,Washington County,MN
35.0219948491; -90.7478115543,5123,St. Francis,St. Francis County,AR
31.1743965268; -90.8044314871,28005,Amite,Amite County,MS
41.6855048252; -93.5735335401,19153,Polk,Polk County,IA
36.6291866782; -96.3984928926,40113,Osage,Osage County,OK
35.1338574515; -84.063444228,37039,Cherokee,Cherokee County,NC
39.2691704778; -80.70696595,54017,Doddridge,Doddridge County,WV
40.1257361849; -122.233884853,6103,Tehama,Tehama County,CA
36.6211012796; -88.2722011175,21035,Calloway,Calloway County,KY
41.3366123482; -95.542393077,19155,Pottawattamie,Pottawattamie County,IA
33.7902830104; -84.4669897339,13121,Fulton,Fulton County,GA
30.9655385978; -95.928410107,48313,Madison,Madison County,TX
43.7180195308; -98.5615628976,46003,Aurora,Aurora County,SD
47.7401606201; -103.3952782,38053,McKenzie,McKenzie County,ND
45.4905020909; -102.475635949,46105,Perkins,Perkins County,SD
31.4076037932; -88.2078768076,1129,Washington,Washington County,AL
43.6739283199; -93.947999339,27043,Faribault,Faribault County,MN
30.2249615668; -102.07648647,48443,Terrell,Terrell County,TX
37.5571191153; -79.8123170828,51023,Botetourt,Botetourt County,VA
32.5554592715; -84.2504642348,13269,Taylor,Taylor County,GA
41.8145746206; -79.2741433707,42123,Warren,Warren County,PA
33.7293704444; -113.981607439,4012,La Paz,La Paz County,AZ
42.2454540023; -85.5311845383,26077,Kalamazoo,Kalamazoo County,MI
38.0443048231; -100.736990786,20055,Finney,Finney County,KS
40.1245363517; -89.3675209057,17107,Logan,Logan County,IL
41.0305845373; -92.4094498846,19179,Wapello,Wapello County,IA
36.422718944; -99.265080664,40153,Woodward,Woodward County,OK
45.2326671224; -123.308162692,41071,Yamhill,Yamhill County,OR
18.2510736121; -66.1273464876,72007,Aguas Buenas,Aguas Buenas Municipio,PR
36.7204000351; -77.1061007631,51175,Southampton,Southampton County,VA
41.1461539274; -82.5984082765,39077,Huron,Huron County,OH
34.1634980417; -93.6563416658,5109,Pike,Pike County,AR
39.0182904955; -108.466440182,8077,Mesa,Mesa County,CO
39.1993345198; -95.0379114409,20103,Leavenworth,Leavenworth County,KS
38.7282893735; -93.2850962929,29159,Pettis,Pettis County,MO
37.7516108062; -108.517265273,8033,Dolores,Dolores County,CO
47.5776534848; -95.3790237804,27029,Clearwater,Clearwater County,MN
37.0216059108; -122.009787403,6087,Santa Cruz,Santa Cruz County,CA
30.2663768834; -98.3998650256,48031,Blanco,Blanco County,TX
39.2045833383; -78.2625471123,51069,Frederick,Frederick County,VA
31.4026271796; -85.9882069262,1031,Coffee,Coffee County,AL
45.5138551635; -69.9588160836,23025,Somerset,Somerset County,ME
30.3002128386; -95.5030137057,48339,Montgomery,Montgomery County,TX
45.3006916099; -111.920256238,30057,Madison,Madison County,MT
59.5599920529; -135.336672633,2230,Skagway,Skagway Municipality,AK
34.6911781057; -84.4556269832,13123,Gilmer,Gilmer County,GA
30.6184688458; -86.1715163089,12131,Walton,Walton County,FL
46.6628779661; -87.5735241034,26103,Marquette,Marquette County,MI
42.8996847625; -98.7664619491,31015,Boyd,Boyd County,NE
38.291547316; -84.5839338937,21209,Scott,Scott County,KY
36.4035128143; -84.1493845804,47013,Campbell,Campbell County,TN
37.286581954; -107.843270687,8067,La Plata,La Plata County,CO
46.9482692108; -86.5721601717,26003,Alger,Alger County,MI
18.1341807268; -67.1140222956,72067,Hormigueros,Hormigueros Municipio,PR
37.106351208; -93.8329365623,29109,Lawrence,Lawrence County,MO
46.1079382983; -97.6307326898,38081,Sargent,Sargent County,ND
39.5202961461; -88.2217534978,17029,Coles,Coles County,IL
45.5860205994; -95.4444821595,27121,Pope,Pope County,MN
37.9390693081; -76.9408852763,51057,Essex,Essex County,VA
35.4805846794; -104.815897957,35047,San Miguel,San Miguel County,NM
46.2086670875; -88.5305528694,26071,Iron,Iron County,MI
35.580655379; -92.5156877897,5141,Van Buren,Van Buren County,AR
40.3884733432; -83.7658501734,39091,Logan,Logan County,OH
38.6523289215; -95.726945141,20139,Osage,Osage County,KS
31.3177325566; -95.4226771526,48225,Houston,Houston County,TX
33.347307069; -89.2483811971,28019,Choctaw,Choctaw County,MS
37.7627564124; -88.230465738,17059,Gallatin,Gallatin County,IL
38.5984692441; -82.5367524098,39087,Lawrence,Lawrence County,OH
42.5950284307; -85.3089680839,26015,Barry,Barry County,MI
36.4019040049; -80.2395157151,37169,Stokes,Stokes County,NC
39.6419410966; -83.0243916323,39129,Pickaway,Pickaway County,OH
46.4573445763; -99.4774139048,38047,Logan,Logan County,ND
39.7694547721; -88.2173347046,17041,Douglas,Douglas County,IL
36.0948699143; -91.9134102959,5065,Izard,Izard County,AR
38.5054099582; -92.2816072464,29051,Cole,Cole County,MO
39.5276701706; -91.5220242163,29173,Ralls,Ralls County,MO
33.1755486771; -95.2184193975,48159,Franklin,Franklin County,TX
31.3228327133; -84.9036434233,13099,Early,Early County,GA
32.4002323469; -89.1188085187,28101,Newton,Newton County,MS
43.998861771; -76.052068666,36045,Jefferson,Jefferson County,NY
33.9504748127; -90.1732642352,28135,Tallahatchie,Tallahatchie County,MS
32.3526480947; -106.832721302,35013,Doña Ana,Doña Ana County,NM
45.2623443714; -89.0719088457,55067,Langlade,Langlade County,WI
42.7354936212; -95.1511488586,19021,Buena Vista,Buena Vista County,IA
32.039959396; -84.1970560516,13261,Sumter,Sumter County,GA
45.4566725027; -123.758664685,41057,Tillamook,Tillamook County,OR
31.8691599476; -102.031609284,48329,Midland,Midland County,TX
38.4361880571; -78.873479236,51660,Harrisonburg,Harrisonburg city,VA
37.8415087294; -86.7779252067,21091,Hancock,Hancock County,KY
45.589722978; -98.3516118048,46013,Brown,Brown County,SD
38.8846594528; -95.2926063049,20045,Douglas,Douglas County,KS
31.2532716595; -96.9358470922,48145,Falls,Falls County,TX
36.2859716601; -87.7170356289,47083,Houston,Houston County,TN
36.6565173634; -81.2248910808,51077,Grayson,Grayson County,VA
35.8386956734; -111.770512718,4005,Coconino,Coconino County,AZ
39.0196721892; -82.618382939,39079,Jackson,Jackson County,OH
32.3859736952; -85.6926686622,1087,Macon,Macon County,AL
43.2853462355; -123.179556863,41019,Douglas,Douglas County,OR
44.4852469436; -69.1218807819,23027,Waldo,Waldo County,ME
37.55848541; -95.3067923129,20133,Neosho,Neosho County,KS
38.5456646906; -82.9222922454,21089,Greenup,Greenup County,KY
37.7958423573; -87.5731516422,21101,Henderson,Henderson County,KY
18.3043195475; -66.3278966402,72047,Corozal,Corozal Municipio,PR
35.2903672637; -98.9922233091,40149,Washita,Washita County,OK
39.0376284098; -76.0850360056,24035,Queen Anne's,Queen Anne's County,MD
39.8264989183; -95.5642196557,20013,Brown,Brown County,KS
18.2149040847; -66.4339884969,72107,Orocovis,Orocovis Municipio,PR
36.1753512461; -82.8458266599,47059,Greene,Greene County,TN
48.7675154446; -97.5518190457,38067,Pembina,Pembina County,ND
33.7436800499; -115.993845895,6065,Riverside,Riverside County,CA
42.0362414924; -93.4650447654,19169,Story,Story County,IA
38.0520825054; -89.825176402,17157,Randolph,Randolph County,IL
34.3541370113; -83.4973801652,13011,Banks,Banks County,GA
45.3782690825; -120.210685268,41021,Gilliam,Gilliam County,OR
30.5434714704; -95.9855029797,48185,Grimes,Grimes County,TX
35.9610853587; -95.5212091489,40145,Wagoner,Wagoner County,OK
34.1167932846; -82.8400954979,13105,Elbert,Elbert County,GA
35.1986760952; -88.1844851879,47071,Hardin,Hardin County,TN
32.1571759799; -83.7987668507,13093,Dooly,Dooly County,GA
35.6087114537; -84.9243960855,47143,Rhea,Rhea County,TN
33.1766957792; -98.6877665573,48503,Young,Young County,TX
33.615294221; -98.6876748071,48009,Archer,Archer County,TX
39.3338632113; -82.045128893,39009,Athens,Athens County,OH
33.8806479609; -83.0807032108,13221,Oglethorpe,Oglethorpe County,GA
40.6419821705; -91.4792643967,19111,Lee,Lee County,IA
45.5875424692; -84.9814699602,26047,Emmet,Emmet County,MI
34.900298342; -94.7033667748,40079,Le Flore,Le Flore County,OK
44.0763500067; -99.2049557543,46017,Buffalo,Buffalo County,SD
35.9876527999; -99.0079245072,40043,Dewey,Dewey County,OK
41.0279212756; -76.6585617307,42093,Montour,Montour County,PA
43.0009332766; -78.1937114415,36037,Genesee,Genesee County,NY
40.8727457976; -97.5971068674,31185,York,York County,NE
36.7419423399; -86.582320534,21213,Simpson,Simpson County,KY
34.2900177408; -92.4235830486,5053,Grant,Grant County,AR
31.477145332; -90.8978501232,28037,Franklin,Franklin County,MS
41.7449210564; -77.895814073,42105,Potter,Potter County,PA
35.9453881052; -97.9421091428,40073,Kingfisher,Kingfisher County,OK
45.0045756364; -93.4768864968,27053,Hennepin,Hennepin County,MN
39.5458317531; -89.2772543125,17021,Christian,Christian County,IL
43.9898287022; -85.3252875939,26133,Osceola,Osceola County,MI
37.205360404; -79.0965107022,51031,Campbell,Campbell County,VA
37.8591931317; -113.289465841,49021,Iron,Iron County,UT
44.9058408356; -103.508040266,46019,Butte,Butte County,SD
37.2042660125; -77.3913375552,51730,Petersburg,Petersburg city,VA
32.8064982238; -83.6974200138,13021,Bibb,Bibb County,GA
42.4665806561; -124.215220683,41015,Curry,Curry County,OR
37.4362097341; -122.355663195,6081,San Mateo,San Mateo County,CA
46.9012020299; -117.523057733,53075,Whitman,Whitman County,WA
37.8505815921; -94.3424415366,29217,Vernon,Vernon County,MO
39.2865595002; -104.13588983,8039,Elbert,Elbert County,CO
32.8703394239; -95.7933763474,48379,Rains,Rains County,TX
37.5621932698; -101.308021268,20067,Grant,Grant County,KS
45.4260991444; -96.410918404,27011,Big Stone,Big Stone County,MN
37.6395779036; -84.5376342293,21079,Garrard,Garrard County,KY
37.8466393565; -82.8315397747,21115,Johnson,Johnson County,KY
45.1326999641; -112.898820016,30001,Beaverhead,Beaverhead County,MT
30.1213082966; -93.8938981104,48361,Orange,Orange County,TX
41.1676828401; -81.1974037386,39133,Portage,Portage County,OH
27.0433971368; -98.6973050685,48247,Jim Hogg,Jim Hogg County,TX
33.7715468713; -84.226432416,13089,DeKalb,DeKalb County,GA
26.3967284864; -98.1810871979,48215,Hidalgo,Hidalgo County,TX
45.4190045389; -119.584275031,41049,Morrow,Morrow County,OR
46.0706237641; -94.8975993632,27153,Todd,Todd County,MN
43.7841402516; -111.659188485,16065,Madison,Madison County,ID
37.1041534526; -85.2806497629,21001,Adair,Adair County,KY
67.0081724432; -160.006978537,2188,Northwest Arctic,Northwest Arctic Borough,AK
36.7888025423; -99.6674010729,40059,Harper,Harper County,OK
32.7413905566; -90.9892124114,28055,Issaquena,Issaquena County,MS
33.6672620503; -95.5712007054,48277,Lamar,Lamar County,TX
37.7786161815; -79.9867558926,51580,Covington,Covington city,VA
32.9043665122; -111.344739896,4021,Pinal,Pinal County,AZ
18.472020962; -66.2620306809,72051,Dorado,Dorado Municipio,PR
35.9798606621; -85.832751654,47041,DeKalb,DeKalb County,TN
40.9404610588; -72.685241262,36103,Suffolk,Suffolk County,NY
34.8807714578; -88.5802645599,28003,Alcorn,Alcorn County,MS
40.5244687103; -98.5012089617,31001,Adams,Adams County,NE
35.5701227411; -93.4598811569,5071,Johnson,Johnson County,AR
31.773206868; -99.4536376507,48083,Coleman,Coleman County,TX
43.759429876; -111.207614545,16081,Teton,Teton County,ID
42.6936561133; -112.840655966,16077,Power,Power County,ID
42.6001764292; -73.973558571,36001,Albany,Albany County,NY
41.4667862464; -72.1065129033,9011,New London,New London County,CT
37.2779522735; -105.428249706,8023,Costilla,Costilla County,CO
34.6020603325; -79.6787226224,45069,Marlboro,Marlboro County,SC
34.8612598084; -76.5357430669,37031,Carteret,Carteret County,NC
43.0600413474; -92.3176637461,19037,Chickasaw,Chickasaw County,IA
43.0818860731; -93.7342722978,19081,Hancock,Hancock County,IA
42.4688224327; -90.8825218504,19061,Dubuque,Dubuque County,IA
42.9723307203; -105.507062664,56009,Converse,Converse County,WY
40.4169344997; -77.9812075394,42061,Huntingdon,Huntingdon County,PA
40.0065552677; -78.4903171166,42009,Bedford,Bedford County,PA
48.3581259624; -96.3684743899,27089,Marshall,Marshall County,MN
41.0893204311; -111.573150356,49029,Morgan,Morgan County,UT
47.9737829027; -94.9376544511,27007,Beltrami,Beltrami County,MN
41.3887747357; -70.6987715777,25007,Dukes,Dukes County,MA
38.8613737904; -107.862876811,8029,Delta,Delta County,CO
32.1547500095; -86.6501076967,1085,Lowndes,Lowndes County,AL
40.6506935615; -123.112627727,6105,Trinity,Trinity County,CA
32.3050356596; -102.637815121,48003,Andrews,Andrews County,TX
36.3040698262; -78.6527194252,37077,Granville,Granville County,NC
48.2951265514; -114.049673744,30029,Flathead,Flathead County,MT
40.851990777; -76.7093216245,42097,Northumberland,Northumberland County,PA
45.3102250802; -118.008777581,41061,Union,Union County,OR
34.9163840445; -98.9809214634,40075,Kiowa,Kiowa County,OK
38.181330775; -99.2367293489,20145,Pawnee,Pawnee County,KS
39.1146453374; -94.7644784215,20209,Wyandotte,Wyandotte County,KS
63.8762960012; -143.211992263,2240,Southeast Fairbanks,Southeast Fairbanks Census Area,AK
41.6841906978; -83.4682747823,39095,Lucas,Lucas County,OH
45.9452167902; -93.2934250568,27065,Kanabec,Kanabec County,MN
44.6445874689; -86.3006262039,26019,Benzie,Benzie County,MI
44.4125964168; -96.2670873079,27081,Lincoln,Lincoln County,MN
32.0466488616; -84.5510526557,13307,Webster,Webster County,GA
47.6747883901; -115.133309958,30089,Sanders,Sanders County,MT
42.7331189884; -93.7351436616,19197,Wright,Wright County,IA
46.9496014257; -94.3253505738,27021,Cass,Cass County,MN
32.7803142142; -90.3964479749,28163,Yazoo,Yazoo County,MS
43.0640850193; -118.96788861,41025,Harney,Harney County,OR
44.9778528358; -97.1886184207,46029,Codington,Codington County,SD
43.1949168271; -101.663989111,46007,Bennett,Bennett County,SD
38.7491001783; -76.1786170603,24041,Talbot,Talbot County,MD
33.7005398883; -94.2343408793,5081,Little River,Little River County,AR
37.2692738291; -80.0679899739,51161,Roanoke,Roanoke County,VA
38.292414567; -86.4517083941,18025,Crawford,Crawford County,IN
18.1737088701; -66.160927935,72041,Cidra,Cidra Municipio,PR
29.9855183221; -83.1810673054,12067,Lafayette,Lafayette County,FL
30.7154778208; -104.140019787,48243,Jeff Davis,Jeff Davis County,TX
35.9254374123; -83.121183014,47029,Cocke,Cocke County,TN
36.5236457051; -83.2218260273,47067,Hancock,Hancock County,TN
39.0224214624; -81.3786238259,54105,Wirt,Wirt County,WV
40.2121076763; -94.4099168493,29075,Gentry,Gentry County,MO
36.0656302022; -76.9667121404,37015,Bertie,Bertie County,NC
43.9100683718; -82.8555082084,26063,Huron,Huron County,MI
36.8063197395; -87.8733713765,21221,Trigg,Trigg County,KY
31.1531879718; -85.3025273835,1069,Houston,Houston County,AL
37.4553667663; -84.6608453633,21137,Lincoln,Lincoln County,KY
39.2357647667; -95.383448733,20087,Jefferson,Jefferson County,KS
29.7564998487; -91.7630555512,22045,Iberia,Iberia Parish,LA
31.704894074; -96.1490922947,48161,Freestone,Freestone County,TX
39.301369579; -120.768752113,6057,Nevada,Nevada County,CA
30.7439606074; -94.0250850358,48241,Jasper,Jasper County,TX
41.3574164267; -83.14391569,39143,Sandusky,Sandusky County,OH
38.1593008022; -79.0611168206,51790,Staunton,Staunton city,VA
39.754609342; -84.2906502039,39113,Montgomery,Montgomery County,OH
43.5812561668; -100.760002796,46095,Mellette,Mellette County,SD
34.7622655092; -89.503056435,28093,Marshall,Marshall County,MS
37.5588848204; -98.1363325923,20095,Kingman,Kingman County,KS
43.3253855625; -77.0482433004,36117,Wayne,Wayne County,NY
38.7024099657; -87.0720684602,18027,Daviess,Daviess County,IN
40.6664326842; -106.342794688,8057,Jackson,Jackson County,CO
36.8280984725; -89.2911821185,29133,Mississippi,Mississippi County,MO
39.3376277289; -83.0570255812,39141,Ross,Ross County,OH
38.1871910002; -85.6591577058,21111,Jefferson,Jefferson County,KY
36.5540721406; -89.1875965868,21075,Fulton,Fulton County,KY
41.0289838852; -94.6991848828,19003,Adams,Adams County,IA
31.326183927; -84.4446694741,13007,Baker,Baker County,GA
30.8783441069; -84.5790701498,13087,Decatur,Decatur County,GA
31.0888152015; -95.1355105473,48455,Trinity,Trinity County,TX
38.7697358036; -82.0265380466,54053,Mason,Mason County,WV
38.8821720468; -105.161826391,8119,Teller,Teller County,CO
35.3362263031; -82.4799463782,37089,Henderson,Henderson County,NC
38.4164943803; -88.053300973,17047,Edwards,Edwards County,IL
38.3701068106; -83.6966440772,21069,Fleming,Fleming County,KY
43.345873009; -99.8839942406,46123,Tripp,Tripp County,SD
33.4128251839; -79.2991976958,45043,Georgetown,Georgetown County,SC
47.773853549; -96.4018033447,27119,Polk,Polk County,MN
44.4036612077; -95.2538341808,27127,Redwood,Redwood County,MN
32.1332163406; -91.6737652244,22041,Franklin,Franklin Parish,LA
28.4391092686; -96.6150736733,48057,Calhoun,Calhoun County,TX
36.7513165534; -86.1904186693,21003,Allen,Allen County,KY
48.3694560358; -97.7213240867,38099,Walsh,Walsh County,ND
36.1350244127; -84.6492037421,47129,Morgan,Morgan County,TN
38.1086779015; -105.367471778,8027,Custer,Custer County,CO
40.9558477436; -87.3975365943,18111,Newton,Newton County,IN
36.3816695474; -91.8182352994,5049,Fulton,Fulton County,AR
44.2839056343; -112.351297512,16033,Clark,Clark County,ID
43.6742397821; -95.7533863657,27105,Nobles,Nobles County,MN
42.6899047449; -114.263941364,16053,Jerome,Jerome County,ID
36.3410829938; -93.5381811083,5015,Carroll,Carroll County,AR
40.7291866469; -85.2212198576,18179,Wells,Wells County,IN
38.0678786159; -82.7347546613,21127,Lawrence,Lawrence County,KY
31.2965068087; -95.9956906534,48289,Leon,Leon County,TX
39.2171057452; -106.916577749,8097,Pitkin,Pitkin County,CO
44.0219511839; -97.6102451711,46097,Miner,Miner County,SD
18.2890180067; -66.5164422149,72039,Ciales,Ciales Municipio,PR
37.854663265; -76.3795212302,51133,Northumberland,Northumberland County,VA
43.8003788931; -89.0448597042,55047,Green Lake,Green Lake County,WI
33.9931962064; -83.7127549805,13013,Barrow,Barrow County,GA
36.2784137139; -100.815653969,48357,Ochiltree,Ochiltree County,TX
36.3353843636; -89.493466796,47095,Lake,Lake County,TN
33.2895498464; -87.525029952,1125,Tuscaloosa,Tuscaloosa County,AL
37.5501871513; -77.9151942586,51145,Powhatan,Powhatan County,VA
38.8847267106; -77.1751638221,51610,Falls Church,Falls Church city,VA
39.9654218536; -81.9443826591,39119,Muskingum,Muskingum County,OH
46.1125903386; -103.520671138,38011,Bowman,Bowman County,ND
32.7359728732; -99.3540669412,48417,Shackelford,Shackelford County,TX
42.2765197661; -74.1227065013,36039,Greene,Greene County,NY
42.080174751; -92.0657317334,19011,Benton,Benton County,IA
36.2574485453; -77.6517329831,37083,Halifax,Halifax County,NC
39.7858693359; -101.731104218,20023,Cheyenne,Cheyenne County,KS
33.179875706; -101.298424102,48169,Garza,Garza County,TX
36.5111268089; -117.410789686,6027,Inyo,Inyo County,CA
36.7164170862; -90.4065563831,29023,Butler,Butler County,MO
34.3176480082; -92.9460691759,5059,Hot Spring,Hot Spring County,AR
41.0334522634; -95.621326718,19129,Mills,Mills County,IA
34.028211563; -89.7076318397,28161,Yalobusha,Yalobusha County,MS
30.7289364182; -92.4059042007,22039,Evangeline,Evangeline Parish,LA
37.9233794475; -121.951073113,6013,Contra Costa,Contra Costa County,CA
41.5712867683; -97.5211569987,31141,Platte,Platte County,NE
29.3556960535; -99.1101310166,48325,Medina,Medina County,TX
41.855065982; -72.3365016791,9013,Tolland,Tolland County,CT
37.6689956825; -106.924094646,8079,Mineral,Mineral County,CO
38.3189286397; -85.9068307178,18043,Floyd,Floyd County,IN
38.5972506332; -119.82065303,6003,Alpine,Alpine County,CA
30.7810605096; -102.723570332,48371,Pecos,Pecos County,TX
35.8478552218; -84.5232421788,47145,Roane,Roane County,TN
28.9542442328; -96.577680914,48239,Jackson,Jackson County,TX
41.8300455104; -71.9874782796,9015,Windham,Windham County,CT
40.4409599145; -81.4737695521,39157,Tuscarawas,Tuscarawas County,OH
44.2483385902; -105.548313414,56005,Campbell,Campbell County,WY
35.2957261162; -90.771226853,5037,Cross,Cross County,AR
33.2642770248; -86.6606484037,1117,Shelby,Shelby County,AL
38.7718774775; -77.4450310796,51685,Manassas Park,Manassas Park city,VA
45.423382391; -107.489852538,30003,Big Horn,Big Horn County,MT
42.4877134885; -103.758878789,31165,Sioux,Sioux County,NE
29.6208209311; -96.5262753522,48089,Colorado,Colorado County,TX
34.5879709683; -99.4147585085,40065,Jackson,Jackson County,OK
32.8202181268; -91.801797046,22067,Morehouse,Morehouse Parish,LA
39.4815483458; -86.4462121421,18109,Morgan,Morgan County,IN
33.0335103757; -85.0283367991,13285,Troup,Troup County,GA
40.7050090829; -123.915819446,6023,Humboldt,Humboldt County,CA
36.9217518991; -77.261794619,51183,Sussex,Sussex County,VA
34.0211833828; -103.4800253,35041,Roosevelt,Roosevelt County,NM
36.2183807861; -99.754618136,40045,Ellis,Ellis County,OK
40.5635069447; -74.6163366246,34035,Somerset,Somerset County,NJ
38.1644265021; -79.1338544675,51015,Augusta,Augusta County,VA
37.6164789768; -93.4005326616,29167,Polk,Polk County,MO
42.1949698367; -112.539356598,16071,Oneida,Oneida County,ID
33.7453078269; -105.459295871,35027,Lincoln,Lincoln County,NM
38.8261607682; -85.0369979159,18155,Switzerland,Switzerland County,IN
43.8738459397; -71.2029939175,33003,Carroll,Carroll County,NH
38.9173365456; -101.148391114,20109,Logan,Logan County,KS
43.0672901279; -89.4181224369,55025,Dane,Dane County,WI
46.3582866004; -101.63966574,38037,Grant,Grant County,ND
42.9450938315; -85.0746031181,26067,Ionia,Ionia County,MI
27.9488714857; -81.6976853961,12105,Polk,Polk County,FL
39.2157556331; -91.84158588,29007,Audrain,Audrain County,MO
32.8434261558; -80.6496843171,45029,Colleton,Colleton County,SC
36.117697723; -90.5590717273,5055,Greene,Greene County,AR
38.448468036; -85.1189299735,21103,Henry,Henry County,KY
41.9147703039; -98.5281860324,31183,Wheeler,Wheeler County,NE
37.9469326633; -80.4529516077,54025,Greenbrier,Greenbrier County,WV
37.1257911242; -82.350353152,51051,Dickenson,Dickenson County,VA
36.6180054611; -82.1607018861,51520,Bristol,Bristol city,VA
41.4450504457; -87.9786458597,17197,Will,Will County,IL
34.9660190366; -102.604926837,48117,Deaf Smith,Deaf Smith County,TX
39.3105207472; -94.4208652851,29047,Clay,Clay County,MO
40.9231743916; -91.181482989,19057,Des Moines,Des Moines County,IA
39.3280985807; -75.1293182687,34011,Cumberland,Cumberland County,NJ
30.1036068701; -97.3120103867,48021,Bastrop,Bastrop County,TX
37.1106705529; -84.11780032,21125,Laurel,Laurel County,KY
39.8702114727; -93.107175708,29115,Linn,Linn County,MO
33.6206818158; -95.0503607355,48387,Red River,Red River County,TX
31.9739511211; -81.0939703133,13051,Chatham,Chatham County,GA
47.6452247762; -105.795424407,30055,McCone,McCone County,MT
34.1632936569; -80.2545239336,45061,Lee,Lee County,SC
42.7023842075; -78.2244395122,36121,Wyoming,Wyoming County,NY
36.6826585529; -79.8636317706,51690,Martinsville,Martinsville city,VA
39.2610229552; -89.924455051,17117,Macoupin,Macoupin County,IL
38.3005234344; -88.9240091565,17081,Jefferson,Jefferson County,IL
39.3503577669; -100.441832361,20179,Sheridan,Sheridan County,KS
39.0345595213; -121.694849665,6101,Sutter,Sutter County,CA
32.3750354288; -95.2691826825,48423,Smith,Smith County,TX
